Year,State,Vehicle_Category,Vehicle_Class,EV_Sales_Quantity
2018.0,Gujarat,4-Wheelers,CAR/CAB,7.0
2018.0,Haryana,2-Wheelers,SCOOTER,1282.0
2018.0,Haryana,3-Wheelers,RICKSHAW,3076.0
2018.0,Haryana,4-Wheelers,CAR/CAB,29.0
2018.0,Himachal Pradesh,2-Wheelers,SCOOTER,1.0
2018.0,Himachal Pradesh,3-Wheelers,RICKSHAW,0.0
2018.0,Himachal Pradesh,4-Wheelers,CAR/CAB,1.0
2018.0,Jammu and Kashmir,2-Wheelers,SCOOTER,32.0
2018.0,Jammu and Kashmir,3-Wheelers,RICKSHAW,0.0
2018.0,Jammu and Kashmir,4-Wheelers,CAR/CAB,0.0
2018.0,Jharkhand,2-Wheelers,SCOOTER,336.0
2018.0,Jharkhand,3-Wheelers,RICKSHAW,1600.0
2018.0,Jharkhand,4-Wheelers,CAR/CAB,20.0
2018.0,Karnataka,2-Wheelers,SCOOTER,1350.0
2018.0,Karnataka,3-Wheelers,RICKSHAW,222.0
2018.0,Karnataka,4-Wheelers,CAR/CAB,629.0
2018.0,Kerala,2-Wheelers,SCOOTER,161.0
2018.0,Kerala,3-Wheelers,RICKSHAW,38.0
2018.0,Kerala,4-Wheelers,CAR/CAB,59.0
2018.0,Ladakh,2-Wheelers,SCOOTER,0.0
2018.0,Ladakh,4-Wheelers,CAR/CAB,0.0
2018.0,Madhya Pradesh,2-Wheelers,SCOOTER,566.0
2018.0,Madhya Pradesh,3-Wheelers,RICKSHAW,2143.0
2018.0,Madhya Pradesh,4-Wheelers,CAR/CAB,22.0
2018.0,Maharashtra,2-Wheelers,SCOOTER,2677.0
2018.0,Maharashtra,3-Wheelers,RICKSHAW,1299.0
2018.0,Maharashtra,4-Wheelers,CAR/CAB,192.0
2018.0,Manipur,2-Wheelers,SCOOTER,1.0
2018.0,Manipur,3-Wheelers,RICKSHAW,37.0
2018.0,Manipur,4-Wheelers,CAR/CAB,0.0
2018.0,Meghalaya,2-Wheelers,SCOOTER,2.0
2018.0,Meghalaya,3-Wheelers,RICKSHAW,0.0
2018.0,Meghalaya,4-Wheelers,CAR/CAB,0.0
2018.0,Mizoram,2-Wheelers,SCOOTER,0.0
2018.0,Mizoram,3-Wheelers,RICKSHAW,0.0
2018.0,Mizoram,4-Wheelers,CAR/CAB,0.0
2018.0,Nagaland,2-Wheelers,SCOOTER,0.0
2018.0,Nagaland,3-Wheelers,RICKSHAW,0.0
2018.0,Nagaland,4-Wheelers,CAR/CAB,0.0
2018.0,Odisha,2-Wheelers,SCOOTER,888.0
2018.0,Odisha,3-Wheelers,RICKSHAW,345.0
2018.0,Odisha,4-Wheelers,CAR/CAB,5.0
2018.0,Puducherry,2-Wheelers,SCOOTER,83.0
2018.0,Puducherry,3-Wheelers,RICKSHAW,2.0
2018.0,Puducherry,4-Wheelers,CAR/CAB,2.0
2018.0,Punjab,2-Wheelers,SCOOTER,268.0
2018.0,Punjab,3-Wheelers,RICKSHAW,68.0
2018.0,Punjab,4-Wheelers,CAR/CAB,4.0
2018.0,Rajasthan,2-Wheelers,SCOOTER,1315.0
2018.0,Rajasthan,3-Wheelers,RICKSHAW,3151.0
2018.0,Rajasthan,4-Wheelers,CAR/CAB,15.0
2018.0,Sikkim,2-Wheelers,SCOOTER,0.0
2018.0,Sikkim,4-Wheelers,CAR/CAB,0.0
2018.0,Tamil Nadu,2-Wheelers,SCOOTER,1143.0
2018.0,Tamil Nadu,3-Wheelers,RICKSHAW,1.0
2018.0,Tamil Nadu,4-Wheelers,CAR/CAB,43.0
2018.0,Tripura,2-Wheelers,SCOOTER,31.0
2018.0,Tripura,3-Wheelers,RICKSHAW,1.0
2018.0,Tripura,4-Wheelers,CAR/CAB,0.0
2018.0,Uttar Pradesh,2-Wheelers,SCOOTER,2497.0
2018.0,Uttar Pradesh,3-Wheelers,RICKSHAW,50422.0
2018.0,Uttar Pradesh,4-Wheelers,CAR/CAB,12.0
2018.0,Uttarakhand,2-Wheelers,SCOOTER,254.0
2018.0,Uttarakhand,3-Wheelers,RICKSHAW,4814.0
2018.0,Uttarakhand,4-Wheelers,CAR/CAB,1.0
2018.0,West Bengal,2-Wheelers,SCOOTER,14.0
2018.0,West Bengal,3-Wheelers,RICKSHAW,6688.0
2018.0,West Bengal,4-Wheelers,CAR/CAB,19.0
2019.0,Andaman & Nicobar Island,2-Wheelers,SCOOTER,0.0
2019.0,Andaman & Nicobar Island,3-Wheelers,RICKSHAW,0.0
2019.0,Andaman & Nicobar Island,4-Wheelers,CAR/CAB,2.0
2019.0,Andhra Pradesh,2-Wheelers,SCOOTER,1360.0
2019.0,Andhra Pradesh,3-Wheelers,RICKSHAW,505.0
2019.0,Andhra Pradesh,4-Wheelers,CAR/CAB,255.0
2019.0,Arunachal Pradesh,2-Wheelers,SCOOTER,1.0
2019.0,Arunachal Pradesh,3-Wheelers,RICKSHAW,0.0
2019.0,Arunachal Pradesh,4-Wheelers,CAR/CAB,0.0
2019.0,Assam,2-Wheelers,SCOOTER,98.0
2019.0,Assam,3-Wheelers,RICKSHAW,10753.0
2019.0,Assam,4-Wheelers,CAR/CAB,1.0
2019.0,Bihar,2-Wheelers,SCOOTER,654.0
2019.0,Bihar,3-Wheelers,RICKSHAW,11653.0
2019.0,Bihar,4-Wheelers,CAR/CAB,11.0
2019.0,Chandigarh,2-Wheelers,SCOOTER,18.0
2019.0,Chandigarh,3-Wheelers,RICKSHAW,479.0
2019.0,Chandigarh,4-Wheelers,CAR/CAB,7.0
2019.0,Chhattisgarh,2-Wheelers,SCOOTER,681.0
2019.0,Chhattisgarh,3-Wheelers,RICKSHAW,1824.0
2019.0,Chhattisgarh,4-Wheelers,CAR/CAB,7.0
2019.0,DNH and DD,2-Wheelers,SCOOTER,4.0
2019.0,DNH and DD,3-Wheelers,RICKSHAW,12.0
2019.0,DNH and DD,4-Wheelers,CAR/CAB,0.0
2019.0,Delhi,2-Wheelers,SCOOTER,1048.0
2019.0,Delhi,3-Wheelers,RICKSHAW,21707.0
2019.0,Delhi,4-Wheelers,CAR/CAB,452.0
2019.0,Goa,2-Wheelers,SCOOTER,28.0
2019.0,Goa,3-Wheelers,RICKSHAW,7.0
2019.0,Goa,4-Wheelers,CAR/CAB,2.0
2019.0,Gujarat,2-Wheelers,SCOOTER,181.0
2019.0,Gujarat,3-Wheelers,RICKSHAW,356.0
2019.0,Gujarat,4-Wheelers,CAR/CAB,24.0
2019.0,Haryana,2-Wheelers,SCOOTER,948.0
2019.0,Haryana,3-Wheelers,RICKSHAW,3902.0
2019.0,Haryana,4-Wheelers,CAR/CAB,23.0
2019.0,Himachal Pradesh,2-Wheelers,SCOOTER,1.0
2019.0,Himachal Pradesh,3-Wheelers,RICKSHAW,0.0
2019.0,Himachal Pradesh,4-Wheelers,CAR/CAB,2.0
2019.0,Jammu and Kashmir,2-Wheelers,SCOOTER,25.0
2019.0,Jammu and Kashmir,3-Wheelers,RICKSHAW,0.0
2019.0,Jammu and Kashmir,4-Wheelers,CAR/CAB,0.0
2019.0,Jharkhand,2-Wheelers,SCOOTER,211.0
2019.0,Jharkhand,3-Wheelers,RICKSHAW,1645.0
2019.0,Jharkhand,4-Wheelers,CAR/CAB,45.0
2019.0,Karnataka,2-Wheelers,SCOOTER,5407.0
2019.0,Karnataka,3-Wheelers,RICKSHAW,164.0
2019.0,Karnataka,4-Wheelers,CAR/CAB,401.0
2019.0,Kerala,2-Wheelers,SCOOTER,263.0
2019.0,Kerala,3-Wheelers,RICKSHAW,142.0
2019.0,Kerala,4-Wheelers,CAR/CAB,32.0
2019.0,Ladakh,2-Wheelers,SCOOTER,0.0
2019.0,Ladakh,4-Wheelers,CAR/CAB,0.0
2019.0,Madhya Pradesh,2-Wheelers,SCOOTER,1267.0
2019.0,Madhya Pradesh,3-Wheelers,RICKSHAW,2342.0
2019.0,Madhya Pradesh,4-Wheelers,CAR/CAB,19.0
2019.0,Maharashtra,2-Wheelers,SCOOTER,4903.0
2019.0,Maharashtra,3-Wheelers,RICKSHAW,1134.0
2019.0,Maharashtra,4-Wheelers,CAR/CAB,270.0
2019.0,Manipur,2-Wheelers,SCOOTER,35.0
2019.0,Manipur,3-Wheelers,RICKSHAW,204.0
2019.0,Manipur,4-Wheelers,CAR/CAB,0.0
2019.0,Meghalaya,2-Wheelers,SCOOTER,10.0
2019.0,Meghalaya,3-Wheelers,RICKSHAW,3.0
2019.0,Meghalaya,4-Wheelers,CAR/CAB,0.0
2019.0,Mizoram,2-Wheelers,SCOOTER,1.0
2019.0,Mizoram,3-Wheelers,RICKSHAW,0.0
2019.0,Mizoram,4-Wheelers,CAR/CAB,0.0
2019.0,Nagaland,2-Wheelers,SCOOTER,28.0
2019.0,Nagaland,3-Wheelers,RICKSHAW,0.0
2019.0,Nagaland,4-Wheelers,CAR/CAB,0.0
2019.0,Odisha,2-Wheelers,SCOOTER,765.0
2019.0,Odisha,3-Wheelers,RICKSHAW,323.0
2019.0,Odisha,4-Wheelers,CAR/CAB,1.0
2019.0,Puducherry,2-Wheelers,SCOOTER,79.0
2019.0,Puducherry,3-Wheelers,RICKSHAW,1.0
2019.0,Puducherry,4-Wheelers,CAR/CAB,0.0
2019.0,Punjab,2-Wheelers,SCOOTER,368.0
2019.0,Punjab,3-Wheelers,RICKSHAW,456.0
2019.0,Punjab,4-Wheelers,CAR/CAB,3.0
2019.0,Rajasthan,2-Wheelers,SCOOTER,1686.0
2019.0,Rajasthan,3-Wheelers,RICKSHAW,4609.0
2019.0,Rajasthan,4-Wheelers,CAR/CAB,9.0
2019.0,Sikkim,2-Wheelers,SCOOTER,0.0
2019.0,Sikkim,4-Wheelers,CAR/CAB,0.0
2019.0,Tamil Nadu,2-Wheelers,SCOOTER,2715.0
2019.0,Tamil Nadu,3-Wheelers,RICKSHAW,0.0
2019.0,Tamil Nadu,4-Wheelers,CAR/CAB,52.0
2019.0,Tripura,2-Wheelers,SCOOTER,20.0
2019.0,Tripura,3-Wheelers,RICKSHAW,1435.0
2019.0,Tripura,4-Wheelers,CAR/CAB,4.0
2019.0,Uttar Pradesh,2-Wheelers,SCOOTER,3440.0
2019.0,Uttar Pradesh,3-Wheelers,RICKSHAW,52007.0
2019.0,Uttar Pradesh,4-Wheelers,CAR/CAB,30.0
2019.0,Uttarakhand,2-Wheelers,SCOOTER,492.0
2019.0,Uttarakhand,3-Wheelers,RICKSHAW,5324.0
2019.0,Uttarakhand,4-Wheelers,CAR/CAB,2.0
2019.0,West Bengal,2-Wheelers,SCOOTER,242.0
2019.0,West Bengal,3-Wheelers,RICKSHAW,13181.0
2019.0,West Bengal,4-Wheelers,CAR/CAB,12.0
2020.0,Andaman & Nicobar Island,2-Wheelers,SCOOTER,0.0
2020.0,Andaman & Nicobar Island,3-Wheelers,RICKSHAW,0.0
2020.0,Andaman & Nicobar Island,4-Wheelers,CAR/CAB,34.0
2020.0,Andhra Pradesh,2-Wheelers,SCOOTER,913.0
2020.0,Andhra Pradesh,3-Wheelers,RICKSHAW,648.0
2020.0,Andhra Pradesh,4-Wheelers,CAR/CAB,57.0
2020.0,Arunachal Pradesh,2-Wheelers,SCOOTER,1.0
2020.0,Arunachal Pradesh,3-Wheelers,RICKSHAW,0.0
2020.0,Arunachal Pradesh,4-Wheelers,CAR/CAB,4.0
2020.0,Assam,2-Wheelers,SCOOTER,40.0
2020.0,Assam,3-Wheelers,RICKSHAW,8310.0
2020.0,Assam,4-Wheelers,CAR/CAB,7.0
2020.0,Bihar,2-Wheelers,SCOOTER,381.0
2020.0,Bihar,3-Wheelers,RICKSHAW,12041.0
2020.0,Bihar,4-Wheelers,CAR/CAB,22.0
2020.0,Chandigarh,2-Wheelers,SCOOTER,11.0
2020.0,Chandigarh,3-Wheelers,RICKSHAW,322.0
2020.0,Chandigarh,4-Wheelers,CAR/CAB,35.0
2020.0,Chhattisgarh,2-Wheelers,SCOOTER,469.0
2020.0,Chhattisgarh,3-Wheelers,RICKSHAW,872.0
2020.0,Chhattisgarh,4-Wheelers,CAR/CAB,7.0
2020.0,DNH and DD,2-Wheelers,SCOOTER,3.0
2020.0,DNH and DD,3-Wheelers,RICKSHAW,7.0
2020.0,DNH and DD,4-Wheelers,CAR/CAB,2.0
2020.0,Delhi,2-Wheelers,SCOOTER,1159.0
2020.0,Delhi,3-Wheelers,RICKSHAW,10328.0
2020.0,Delhi,4-Wheelers,CAR/CAB,886.0
2020.0,Goa,2-Wheelers,SCOOTER,48.0
2020.0,Goa,3-Wheelers,RICKSHAW,2.0
2020.0,Goa,4-Wheelers,CAR/CAB,22.0
2020.0,Gujarat,2-Wheelers,SCOOTER,423.0
2020.0,Gujarat,3-Wheelers,RICKSHAW,338.0
2020.0,Gujarat,4-Wheelers,CAR/CAB,227.0
2020.0,Haryana,2-Wheelers,SCOOTER,255.0
2020.0,Haryana,3-Wheelers,RICKSHAW,2608.0
2020.0,Haryana,4-Wheelers,CAR/CAB,97.0
2020.0,Himachal Pradesh,2-Wheelers,SCOOTER,22.0
2020.0,Himachal Pradesh,3-Wheelers,RICKSHAW,155.0
2020.0,Himachal Pradesh,4-Wheelers,CAR/CAB,3.0
2020.0,Jammu and Kashmir,2-Wheelers,SCOOTER,12.0
2020.0,Jammu and Kashmir,3-Wheelers,RICKSHAW,0.0
2020.0,Jammu and Kashmir,4-Wheelers,CAR/CAB,0.0
2020.0,Jharkhand,2-Wheelers,SCOOTER,271.0
2020.0,Jharkhand,3-Wheelers,RICKSHAW,1184.0
2020.0,Jharkhand,4-Wheelers,CAR/CAB,37.0
2020.0,Karnataka,2-Wheelers,SCOOTER,8327.0
2020.0,Karnataka,3-Wheelers,RICKSHAW,304.0
2020.0,Karnataka,4-Wheelers,CAR/CAB,727.0
2020.0,Kerala,2-Wheelers,SCOOTER,348.0
2020.0,Kerala,3-Wheelers,RICKSHAW,641.0
2020.0,Kerala,4-Wheelers,CAR/CAB,394.0
2020.0,Ladakh,2-Wheelers,SCOOTER,0.0
2020.0,Ladakh,3-Wheelers,RICKSHAW,0.0
2020.0,Ladakh,4-Wheelers,CAR/CAB,0.0
2020.0,Madhya Pradesh,2-Wheelers,SCOOTER,928.0
2020.0,Madhya Pradesh,3-Wheelers,RICKSHAW,2402.0
2020.0,Madhya Pradesh,4-Wheelers,CAR/CAB,28.0
2020.0,Maharashtra,2-Wheelers,SCOOTER,5063.0
2020.0,Maharashtra,3-Wheelers,RICKSHAW,1057.0
2020.0,Maharashtra,4-Wheelers,CAR/CAB,936.0
2020.0,Manipur,2-Wheelers,SCOOTER,4.0
2020.0,Manipur,3-Wheelers,RICKSHAW,97.0
2020.0,Manipur,4-Wheelers,CAR/CAB,0.0
2020.0,Meghalaya,2-Wheelers,SCOOTER,3.0
2020.0,Meghalaya,3-Wheelers,RICKSHAW,0.0
2020.0,Meghalaya,4-Wheelers,CAR/CAB,0.0
2020.0,Mizoram,2-Wheelers,SCOOTER,1.0
2020.0,Mizoram,3-Wheelers,RICKSHAW,0.0
2020.0,Mizoram,4-Wheelers,CAR/CAB,0.0
2020.0,Nagaland,2-Wheelers,SCOOTER,11.0
2020.0,Nagaland,3-Wheelers,RICKSHAW,0.0
2020.0,Nagaland,4-Wheelers,CAR/CAB,0.0
2020.0,Odisha,2-Wheelers,SCOOTER,533.0
2020.0,Odisha,3-Wheelers,RICKSHAW,273.0
2020.0,Odisha,4-Wheelers,CAR/CAB,21.0
2020.0,Puducherry,2-Wheelers,SCOOTER,78.0
2020.0,Puducherry,3-Wheelers,RICKSHAW,2.0
2020.0,Puducherry,4-Wheelers,CAR/CAB,0.0
2020.0,Punjab,2-Wheelers,SCOOTER,105.0
2020.0,Punjab,3-Wheelers,RICKSHAW,692.0
2020.0,Punjab,4-Wheelers,CAR/CAB,10.0
2020.0,Rajasthan,2-Wheelers,SCOOTER,1767.0
2020.0,Rajasthan,3-Wheelers,RICKSHAW,3521.0
2020.0,Rajasthan,4-Wheelers,CAR/CAB,114.0
2020.0,Sikkim,2-Wheelers,SCOOTER,0.0
2020.0,Sikkim,4-Wheelers,CAR/CAB,0.0
2020.0,Tamil Nadu,2-Wheelers,SCOOTER,4351.0
2020.0,Tamil Nadu,3-Wheelers,RICKSHAW,2.0
2020.0,Tamil Nadu,4-Wheelers,CAR/CAB,281.0
2020.0,Tripura,2-Wheelers,SCOOTER,7.0
2020.0,Tripura,3-Wheelers,RICKSHAW,3414.0
2020.0,Tripura,4-Wheelers,CAR/CAB,0.0
2020.0,Uttar Pradesh,2-Wheelers,SCOOTER,1099.0
2020.0,Uttar Pradesh,3-Wheelers,RICKSHAW,29930.0
2020.0,Uttar Pradesh,4-Wheelers,CAR/CAB,134.0
2020.0,Uttarakhand,2-Wheelers,SCOOTER,178.0
2020.0,Uttarakhand,3-Wheelers,RICKSHAW,2205.0
2020.0,Uttarakhand,4-Wheelers,CAR/CAB,15.0
2020.0,West Bengal,2-Wheelers,SCOOTER,97.0
2020.0,West Bengal,3-Wheelers,RICKSHAW,9881.0
2020.0,West Bengal,4-Wheelers,CAR/CAB,101.0
2021.0,Andaman & Nicobar Island,2-Wheelers,SCOOTER,0.0
2021.0,Andaman & Nicobar Island,3-Wheelers,RICKSHAW,30.0
2021.0,Andaman & Nicobar Island,4-Wheelers,CAR/CAB,22.0
2021.0,Andhra Pradesh,2-Wheelers,SCOOTER,7784.0
2021.0,Andhra Pradesh,3-Wheelers,RICKSHAW,1231.0
2021.0,Andhra Pradesh,4-Wheelers,CAR/CAB,387.0
2021.0,Arunachal Pradesh,2-Wheelers,SCOOTER,2.0
2021.0,Arunachal Pradesh,3-Wheelers,RICKSHAW,0.0
2021.0,Arunachal Pradesh,4-Wheelers,CAR/CAB,0.0
2021.0,Assam,2-Wheelers,SCOOTER,378.0
2021.0,Assam,3-Wheelers,RICKSHAW,15247.0
2021.0,Assam,4-Wheelers,CAR/CAB,7.0
2021.0,Bihar,2-Wheelers,SCOOTER,2774.0
2021.0,Bihar,3-Wheelers,RICKSHAW,20206.0
2021.0,Bihar,4-Wheelers,CAR/CAB,61.0
2021.0,Chandigarh,2-Wheelers,SCOOTER,123.0
2021.0,Chandigarh,3-Wheelers,RICKSHAW,386.0
2021.0,Chandigarh,4-Wheelers,CAR/CAB,111.0
2021.0,Chhattisgarh,2-Wheelers,SCOOTER,2063.0
2021.0,Chhattisgarh,3-Wheelers,RICKSHAW,1514.0
2021.0,Chhattisgarh,4-Wheelers,CAR/CAB,70.0
2021.0,DNH and DD,2-Wheelers,SCOOTER,11.0
2021.0,DNH and DD,3-Wheelers,RICKSHAW,0.0
2021.0,DNH and DD,4-Wheelers,CAR/CAB,3.0
2021.0,Delhi,2-Wheelers,SCOOTER,7556.0
2021.0,Delhi,3-Wheelers,RICKSHAW,16248.0
2021.0,Delhi,4-Wheelers,CAR/CAB,1959.0
2021.0,Goa,2-Wheelers,SCOOTER,834.0
2021.0,Goa,3-Wheelers,RICKSHAW,14.0
2021.0,Goa,4-Wheelers,CAR/CAB,189.0
2021.0,Gujarat,2-Wheelers,SCOOTER,5222.0
2021.0,Gujarat,3-Wheelers,RICKSHAW,753.0
2021.0,Gujarat,4-Wheelers,CAR/CAB,857.0
2021.0,Haryana,2-Wheelers,SCOOTER,3537.0
2021.0,Haryana,3-Wheelers,RICKSHAW,4807.0
2021.0,Haryana,4-Wheelers,CAR/CAB,60.0
2021.0,Himachal Pradesh,2-Wheelers,SCOOTER,303.0
2021.0,Himachal Pradesh,3-Wheelers,RICKSHAW,11.0
2021.0,Himachal Pradesh,4-Wheelers,CAR/CAB,12.0
2021.0,Jammu and Kashmir,2-Wheelers,SCOOTER,33.0
2021.0,Jammu and Kashmir,3-Wheelers,RICKSHAW,11.0
2021.0,Jammu and Kashmir,4-Wheelers,CAR/CAB,5.0
2021.0,Jharkhand,2-Wheelers,SCOOTER,1596.0
2021.0,Jharkhand,3-Wheelers,RICKSHAW,2019.0
2021.0,Jharkhand,4-Wheelers,CAR/CAB,48.0
2021.0,Karnataka,2-Wheelers,SCOOTER,27425.0
2021.0,Karnataka,3-Wheelers,RICKSHAW,2146.0
2021.0,Karnataka,4-Wheelers,CAR/CAB,1487.0
2021.0,Kerala,2-Wheelers,SCOOTER,5878.0
2021.0,Kerala,3-Wheelers,RICKSHAW,1276.0
2021.0,Kerala,4-Wheelers,CAR/CAB,1644.0
2021.0,Ladakh,2-Wheelers,SCOOTER,6.0
2021.0,Ladakh,4-Wheelers,CAR/CAB,0.0
2021.0,Madhya Pradesh,2-Wheelers,SCOOTER,5102.0
2021.0,Madhya Pradesh,3-Wheelers,RICKSHAW,5133.0
2021.0,Madhya Pradesh,4-Wheelers,CAR/CAB,192.0
2021.0,Maharashtra,2-Wheelers,SCOOTER,23151.0
2021.0,Maharashtra,3-Wheelers,RICKSHAW,1938.0
2021.0,Maharashtra,4-Wheelers,CAR/CAB,3740.0
2021.0,Manipur,2-Wheelers,SCOOTER,20.0
2021.0,Manipur,3-Wheelers,RICKSHAW,94.0
2021.0,Manipur,4-Wheelers,CAR/CAB,0.0
2021.0,Meghalaya,2-Wheelers,SCOOTER,0.0
2021.0,Meghalaya,3-Wheelers,RICKSHAW,2.0
2021.0,Meghalaya,4-Wheelers,CAR/CAB,3.0
2021.0,Mizoram,2-Wheelers,SCOOTER,0.0
2021.0,Mizoram,3-Wheelers,RICKSHAW,0.0
2021.0,Mizoram,4-Wheelers,CAR/CAB,0.0
2021.0,Nagaland,2-Wheelers,SCOOTER,2.0
2021.0,Nagaland,3-Wheelers,RICKSHAW,0.0
2021.0,Nagaland,4-Wheelers,CAR/CAB,0.0
2021.0,Odisha,2-Wheelers,SCOOTER,4593.0
2021.0,Odisha,3-Wheelers,RICKSHAW,623.0
2021.0,Odisha,4-Wheelers,CAR/CAB,60.0
2021.0,Puducherry,2-Wheelers,SCOOTER,367.0
2021.0,Puducherry,3-Wheelers,RICKSHAW,4.0
2021.0,Puducherry,4-Wheelers,CAR/CAB,9.0
2021.0,Punjab,2-Wheelers,SCOOTER,2410.0
2021.0,Punjab,3-Wheelers,RICKSHAW,1335.0
2021.0,Punjab,4-Wheelers,CAR/CAB,33.0
2021.0,Rajasthan,2-Wheelers,SCOOTER,12576.0
2021.0,Rajasthan,3-Wheelers,RICKSHAW,8936.0
2021.0,Rajasthan,4-Wheelers,CAR/CAB,554.0
2021.0,Sikkim,2-Wheelers,SCOOTER,0.0
2021.0,Sikkim,4-Wheelers,CAR/CAB,0.0
2021.0,Tamil Nadu,2-Wheelers,SCOOTER,19010.0
2021.0,Tamil Nadu,3-Wheelers,RICKSHAW,4263.0
2021.0,Tamil Nadu,4-Wheelers,CAR/CAB,949.0
2021.0,Tripura,2-Wheelers,SCOOTER,3.0
2021.0,Tripura,3-Wheelers,RICKSHAW,2426.0
2021.0,Tripura,4-Wheelers,CAR/CAB,5.0
2021.0,Uttar Pradesh,2-Wheelers,SCOOTER,5796.0
2021.0,Uttar Pradesh,3-Wheelers,RICKSHAW,60117.0
2021.0,Uttar Pradesh,4-Wheelers,CAR/CAB,79.0
2021.0,Uttarakhand,2-Wheelers,SCOOTER,1210.0
2021.0,Uttarakhand,3-Wheelers,RICKSHAW,3981.0
2021.0,Uttarakhand,4-Wheelers,CAR/CAB,122.0
2021.0,West Bengal,2-Wheelers,SCOOTER,915.0
2021.0,West Bengal,3-Wheelers,RICKSHAW,5158.0
2021.0,West Bengal,4-Wheelers,CAR/CAB,334.0
2022.0,Andaman & Nicobar Island,2-Wheelers,SCOOTER,16.0
2022.0,Andaman & Nicobar Island,3-Wheelers,RICKSHAW,0.0
2022.0,Andaman & Nicobar Island,4-Wheelers,CAR/CAB,7.0
2022.0,Andhra Pradesh,2-Wheelers,SCOOTER,25978.0
2022.0,Andhra Pradesh,3-Wheelers,RICKSHAW,608.0
2022.0,Andhra Pradesh,4-Wheelers,CAR/CAB,747.0
2022.0,Arunachal Pradesh,2-Wheelers,SCOOTER,1.0
2022.0,Arunachal Pradesh,3-Wheelers,RICKSHAW,0.0
2022.0,Arunachal Pradesh,4-Wheelers,CAR/CAB,1.0
2022.0,Assam,2-Wheelers,SCOOTER,1902.0
2022.0,Assam,3-Wheelers,RICKSHAW,38729.0
2022.0,Assam,4-Wheelers,CAR/CAB,82.0
2022.0,Bihar,2-Wheelers,SCOOTER,9755.0
2022.0,Bihar,3-Wheelers,RICKSHAW,45666.0
2022.0,Bihar,4-Wheelers,CAR/CAB,135.0
2022.0,Chandigarh,2-Wheelers,SCOOTER,823.0
2022.0,Chandigarh,3-Wheelers,RICKSHAW,1550.0
2022.0,Chandigarh,4-Wheelers,CAR/CAB,272.0
2022.0,Chhattisgarh,2-Wheelers,SCOOTER,13619.0
2022.0,Chhattisgarh,3-Wheelers,RICKSHAW,5602.0
2022.0,Chhattisgarh,4-Wheelers,CAR/CAB,364.0
2022.0,DNH and DD,2-Wheelers,SCOOTER,28.0
2022.0,DNH and DD,3-Wheelers,RICKSHAW,20.0
2022.0,DNH and DD,4-Wheelers,CAR/CAB,16.0
2022.0,Delhi,2-Wheelers,SCOOTER,34595.0
2022.0,Delhi,3-Wheelers,RICKSHAW,21623.0
2022.0,Delhi,4-Wheelers,CAR/CAB,5642.0
2022.0,Goa,2-Wheelers,SCOOTER,4921.0
2022.0,Goa,3-Wheelers,RICKSHAW,38.0
2022.0,Goa,4-Wheelers,CAR/CAB,624.0
2022.0,Gujarat,2-Wheelers,SCOOTER,56506.0
2022.0,Gujarat,3-Wheelers,RICKSHAW,1366.0
2022.0,Gujarat,4-Wheelers,CAR/CAB,2805.0
2022.0,Haryana,2-Wheelers,SCOOTER,11183.0
2022.0,Haryana,3-Wheelers,RICKSHAW,13321.0
2022.0,Haryana,4-Wheelers,CAR/CAB,831.0
2022.0,Himachal Pradesh,2-Wheelers,SCOOTER,943.0
2022.0,Himachal Pradesh,3-Wheelers,RICKSHAW,18.0
2022.0,Himachal Pradesh,4-Wheelers,CAR/CAB,43.0
2022.0,Jammu and Kashmir,2-Wheelers,SCOOTER,419.0
2022.0,Jammu and Kashmir,3-Wheelers,RICKSHAW,2508.0
2022.0,Jammu and Kashmir,4-Wheelers,CAR/CAB,48.0
2022.0,Jharkhand,2-Wheelers,SCOOTER,6409.0
2022.0,Jharkhand,3-Wheelers,RICKSHAW,6794.0
2022.0,Jharkhand,4-Wheelers,CAR/CAB,157.0
2022.0,Karnataka,2-Wheelers,SCOOTER,82308.0
2022.0,Karnataka,3-Wheelers,RICKSHAW,4305.0
2022.0,Karnataka,4-Wheelers,CAR/CAB,4331.0
2022.0,Kerala,2-Wheelers,SCOOTER,33267.0
2022.0,Kerala,3-Wheelers,RICKSHAW,2367.0
2022.0,Kerala,4-Wheelers,CAR/CAB,3821.0
2022.0,Ladakh,2-Wheelers,SCOOTER,0.0
2022.0,Ladakh,3-Wheelers,RICKSHAW,0.0
2022.0,Ladakh,4-Wheelers,CAR/CAB,10.0
2022.0,Madhya Pradesh,2-Wheelers,SCOOTER,22388.0
2022.0,Madhya Pradesh,3-Wheelers,RICKSHAW,13825.0
2022.0,Madhya Pradesh,4-Wheelers,CAR/CAB,534.0
2022.0,Maharashtra,2-Wheelers,SCOOTER,113218.0
2022.0,Maharashtra,3-Wheelers,RICKSHAW,6427.0
2022.0,Maharashtra,4-Wheelers,CAR/CAB,11692.0
2022.0,Manipur,2-Wheelers,SCOOTER,125.0
2022.0,Manipur,3-Wheelers,RICKSHAW,215.0
2022.0,Manipur,4-Wheelers,CAR/CAB,1.0
2022.0,Meghalaya,2-Wheelers,SCOOTER,22.0
2022.0,Meghalaya,3-Wheelers,RICKSHAW,9.0
2022.0,Meghalaya,4-Wheelers,CAR/CAB,11.0
2022.0,Mizoram,2-Wheelers,SCOOTER,36.0
