Year,State,Vehicle_Category,Vehicle_Class,EV_Sales_Quantity
2022.0,Mizoram,3-Wheelers,RICKSHAW,0.0
2022.0,Mizoram,4-Wheelers,CAR/CAB,0.0
2022.0,Nagaland,2-Wheelers,SCOOTER,3.0
2022.0,Nagaland,3-Wheelers,RICKSHAW,0.0
2022.0,Nagaland,4-Wheelers,CAR/CAB,0.0
2022.0,Odisha,2-Wheelers,SCOOTER,24430.0
2022.0,Odisha,3-Wheelers,RICKSHAW,2253.0
2022.0,Odisha,4-Wheelers,CAR/CAB,438.0
2022.0,Puducherry,2-Wheelers,SCOOTER,1399.0
2022.0,Puducherry,3-Wheelers,RICKSHAW,25.0
2022.0,Puducherry,4-Wheelers,CAR/CAB,44.0
2022.0,Punjab,2-Wheelers,SCOOTER,5705.0
2022.0,Punjab,3-Wheelers,RICKSHAW,6383.0
2022.0,Punjab,4-Wheelers,CAR/CAB,42.0
2022.0,Rajasthan,2-Wheelers,SCOOTER,50350.0
2022.0,Rajasthan,3-Wheelers,RICKSHAW,22633.0
2022.0,Rajasthan,4-Wheelers,CAR/CAB,1468.0
2022.0,Sikkim,2-Wheelers,SCOOTER,0.0
2022.0,Sikkim,4-Wheelers,CAR/CAB,0.0
2022.0,Tamil Nadu,2-Wheelers,SCOOTER,52471.0
2022.0,Tamil Nadu,3-Wheelers,RICKSHAW,2691.0
2022.0,Tamil Nadu,4-Wheelers,CAR/CAB,2456.0
2022.0,Tripura,2-Wheelers,SCOOTER,186.0
2022.0,Tripura,3-Wheelers,RICKSHAW,3975.0
2022.0,Tripura,4-Wheelers,CAR/CAB,0.0
2022.0,Uttar Pradesh,2-Wheelers,SCOOTER,22549.0
2022.0,Uttar Pradesh,3-Wheelers,RICKSHAW,138569.0
2022.0,Uttar Pradesh,4-Wheelers,CAR/CAB,210.0
2022.0,Uttarakhand,2-Wheelers,SCOOTER,5695.0
2022.0,Uttarakhand,3-Wheelers,RICKSHAW,9456.0
2022.0,Uttarakhand,4-Wheelers,CAR/CAB,385.0
2022.0,West Bengal,2-Wheelers,SCOOTER,8024.0
2022.0,West Bengal,3-Wheelers,RICKSHAW,1766.0
2022.0,West Bengal,4-Wheelers,CAR/CAB,953.0
2023.0,Andaman & Nicobar Island,2-Wheelers,SCOOTER,12.0
2023.0,Andaman & Nicobar Island,3-Wheelers,RICKSHAW,0.0
2023.0,Andaman & Nicobar Island,4-Wheelers,CAR/CAB,14.0
2023.0,Andhra Pradesh,2-Wheelers,SCOOTER,26095.0
2023.0,Andhra Pradesh,3-Wheelers,RICKSHAW,1062.0
2023.0,Andhra Pradesh,4-Wheelers,CAR/CAB,1623.0
2023.0,Arunachal Pradesh,2-Wheelers,SCOOTER,3.0
2023.0,Arunachal Pradesh,3-Wheelers,RICKSHAW,0.0
2023.0,Arunachal Pradesh,4-Wheelers,CAR/CAB,18.0
2023.0,Assam,2-Wheelers,SCOOTER,2455.0
2023.0,Assam,3-Wheelers,RICKSHAW,57900.0
2023.0,Assam,4-Wheelers,CAR/CAB,269.0
2023.0,Bihar,2-Wheelers,SCOOTER,12344.0
2023.0,Bihar,3-Wheelers,RICKSHAW,75191.0
2023.0,Bihar,4-Wheelers,CAR/CAB,587.0
2023.0,Chandigarh,2-Wheelers,SCOOTER,2144.0
2023.0,Chandigarh,3-Wheelers,RICKSHAW,3202.0
2023.0,Chandigarh,4-Wheelers,CAR/CAB,956.0
2023.0,Chhattisgarh,2-Wheelers,SCOOTER,24028.0
2023.0,Chhattisgarh,3-Wheelers,RICKSHAW,11351.0
2023.0,Chhattisgarh,4-Wheelers,CAR/CAB,1171.0
2023.0,DNH and DD,2-Wheelers,SCOOTER,56.0
2023.0,DNH and DD,3-Wheelers,RICKSHAW,17.0
2023.0,DNH and DD,4-Wheelers,CAR/CAB,43.0
2023.0,Delhi,2-Wheelers,SCOOTER,37425.0
2023.0,Delhi,3-Wheelers,RICKSHAW,26344.0
2023.0,Delhi,4-Wheelers,CAR/CAB,8177.0
2023.0,Goa,2-Wheelers,SCOOTER,8328.0
2023.0,Goa,3-Wheelers,RICKSHAW,45.0
2023.0,Goa,4-Wheelers,CAR/CAB,962.0
2023.0,Gujarat,2-Wheelers,SCOOTER,73441.0
2023.0,Gujarat,3-Wheelers,RICKSHAW,3041.0
2023.0,Gujarat,4-Wheelers,CAR/CAB,6573.0
2023.0,Haryana,2-Wheelers,SCOOTER,7299.0
2023.0,Haryana,3-Wheelers,RICKSHAW,20321.0
2023.0,Haryana,4-Wheelers,CAR/CAB,2656.0
2023.0,Himachal Pradesh,2-Wheelers,SCOOTER,829.0
2023.0,Himachal Pradesh,3-Wheelers,RICKSHAW,39.0
2023.0,Himachal Pradesh,4-Wheelers,CAR/CAB,152.0
2023.0,Jammu and Kashmir,2-Wheelers,SCOOTER,234.0
2023.0,Jammu and Kashmir,3-Wheelers,RICKSHAW,7599.0
2023.0,Jammu and Kashmir,4-Wheelers,CAR/CAB,143.0
2023.0,Jharkhand,2-Wheelers,SCOOTER,7257.0
2023.0,Jharkhand,3-Wheelers,RICKSHAW,13225.0
2023.0,Jharkhand,4-Wheelers,CAR/CAB,452.0
2023.0,Karnataka,2-Wheelers,SCOOTER,129389.0
2023.0,Karnataka,3-Wheelers,RICKSHAW,5437.0
2023.0,Karnataka,4-Wheelers,CAR/CAB,11658.0
2023.0,Kerala,2-Wheelers,SCOOTER,61522.0
2023.0,Kerala,3-Wheelers,RICKSHAW,4070.0
2023.0,Kerala,4-Wheelers,CAR/CAB,8988.0
2023.0,Ladakh,2-Wheelers,SCOOTER,17.0
2023.0,Ladakh,3-Wheelers,RICKSHAW,1.0
2023.0,Ladakh,4-Wheelers,CAR/CAB,0.0
2023.0,Madhya Pradesh,2-Wheelers,SCOOTER,35950.0
2023.0,Madhya Pradesh,3-Wheelers,RICKSHAW,29292.0
2023.0,Madhya Pradesh,4-Wheelers,CAR/CAB,1460.0
2023.0,Maharashtra,2-Wheelers,SCOOTER,162687.0
2023.0,Maharashtra,3-Wheelers,RICKSHAW,11523.0
2023.0,Maharashtra,4-Wheelers,CAR/CAB,13750.0
2023.0,Manipur,2-Wheelers,SCOOTER,89.0
2023.0,Manipur,3-Wheelers,RICKSHAW,280.0
2023.0,Manipur,4-Wheelers,CAR/CAB,30.0
2023.0,Meghalaya,2-Wheelers,SCOOTER,72.0
2023.0,Meghalaya,3-Wheelers,RICKSHAW,19.0
2023.0,Meghalaya,4-Wheelers,CAR/CAB,20.0
2023.0,Mizoram,2-Wheelers,SCOOTER,166.0
2023.0,Mizoram,3-Wheelers,RICKSHAW,0.0
2023.0,Mizoram,4-Wheelers,CAR/CAB,0.0
2023.0,Nagaland,2-Wheelers,SCOOTER,3.0
2023.0,Nagaland,3-Wheelers,RICKSHAW,0.0
2023.0,Nagaland,4-Wheelers,CAR/CAB,3.0
2023.0,Odisha,2-Wheelers,SCOOTER,37082.0
2023.0,Odisha,3-Wheelers,RICKSHAW,4767.0
2023.0,Odisha,4-Wheelers,CAR/CAB,1337.0
2023.0,Puducherry,2-Wheelers,SCOOTER,2446.0
2023.0,Puducherry,3-Wheelers,RICKSHAW,92.0
2023.0,Puducherry,4-Wheelers,CAR/CAB,90.0
2023.0,Punjab,2-Wheelers,SCOOTER,7791.0
2023.0,Punjab,3-Wheelers,RICKSHAW,16114.0
2023.0,Punjab,4-Wheelers,CAR/CAB,780.0
2023.0,Rajasthan,2-Wheelers,SCOOTER,57595.0
2023.0,Rajasthan,3-Wheelers,RICKSHAW,29732.0
2023.0,Rajasthan,4-Wheelers,CAR/CAB,4490.0
2023.0,Sikkim,2-Wheelers,SCOOTER,0.0
2023.0,Sikkim,4-Wheelers,CAR/CAB,0.0
2023.0,Tamil Nadu,2-Wheelers,SCOOTER,73405.0
2023.0,Tamil Nadu,3-Wheelers,RICKSHAW,5375.0
2023.0,Tamil Nadu,4-Wheelers,CAR/CAB,6019.0
2023.0,Tripura,2-Wheelers,SCOOTER,235.0
2023.0,Tripura,3-Wheelers,RICKSHAW,6025.0
2023.0,Tripura,4-Wheelers,CAR/CAB,30.0
2023.0,Uttar Pradesh,2-Wheelers,SCOOTER,39372.0
2023.0,Uttar Pradesh,3-Wheelers,RICKSHAW,232595.0
2023.0,Uttar Pradesh,4-Wheelers,CAR/CAB,4580.0
2023.0,Uttarakhand,2-Wheelers,SCOOTER,5688.0
2023.0,Uttarakhand,3-Wheelers,RICKSHAW,10617.0
2023.0,Uttarakhand,4-Wheelers,CAR/CAB,488.0
2023.0,West Bengal,2-Wheelers,SCOOTER,11320.0
2023.0,West Bengal,3-Wheelers,RICKSHAW,7272.0
2023.0,West Bengal,4-Wheelers,CAR/CAB,2602.0
2024.0,Andaman & Nicobar Island,2-Wheelers,SCOOTER,2.0
2024.0,Andaman & Nicobar Island,3-Wheelers,RICKSHAW,0.0
2024.0,Andaman & Nicobar Island,4-Wheelers,CAR/CAB,0.0
2024.0,Andhra Pradesh,2-Wheelers,SCOOTER,2047.0
2024.0,Andhra Pradesh,3-Wheelers,RICKSHAW,96.0
2024.0,Andhra Pradesh,4-Wheelers,CAR/CAB,123.0
2024.0,Arunachal Pradesh,2-Wheelers,SCOOTER,0.0
2024.0,Arunachal Pradesh,3-Wheelers,RICKSHAW,2.0
2024.0,Arunachal Pradesh,4-Wheelers,CAR/CAB,5.0
2024.0,Assam,2-Wheelers,SCOOTER,253.0
2024.0,Assam,3-Wheelers,RICKSHAW,3965.0
2024.0,Assam,4-Wheelers,CAR/CAB,21.0
2024.0,Bihar,2-Wheelers,SCOOTER,1288.0
2024.0,Bihar,3-Wheelers,RICKSHAW,7024.0
2024.0,Bihar,4-Wheelers,CAR/CAB,58.0
2024.0,Chandigarh,2-Wheelers,SCOOTER,118.0
2024.0,Chandigarh,3-Wheelers,RICKSHAW,321.0
2024.0,Chandigarh,4-Wheelers,CAR/CAB,101.0
2024.0,Chhattisgarh,2-Wheelers,SCOOTER,2343.0
2024.0,Chhattisgarh,3-Wheelers,RICKSHAW,1117.0
2024.0,Chhattisgarh,4-Wheelers,CAR/CAB,91.0
2024.0,DNH and DD,2-Wheelers,SCOOTER,24.0
2024.0,DNH and DD,3-Wheelers,RICKSHAW,1.0
2024.0,DNH and DD,4-Wheelers,CAR/CAB,3.0
2024.0,Delhi,2-Wheelers,SCOOTER,3073.0
2024.0,Delhi,3-Wheelers,RICKSHAW,2434.0
2024.0,Delhi,4-Wheelers,CAR/CAB,1345.0
2024.0,Goa,2-Wheelers,SCOOTER,832.0
2024.0,Goa,3-Wheelers,RICKSHAW,0.0
2024.0,Goa,4-Wheelers,CAR/CAB,86.0
2024.0,Gujarat,2-Wheelers,SCOOTER,5108.0
2024.0,Gujarat,3-Wheelers,RICKSHAW,296.0
2024.0,Gujarat,4-Wheelers,CAR/CAB,494.0
2024.0,Haryana,2-Wheelers,SCOOTER,986.0
2024.0,Haryana,3-Wheelers,RICKSHAW,2034.0
2024.0,Haryana,4-Wheelers,CAR/CAB,282.0
2024.0,Himachal Pradesh,2-Wheelers,SCOOTER,76.0
2024.0,Himachal Pradesh,3-Wheelers,RICKSHAW,7.0
2024.0,Himachal Pradesh,4-Wheelers,CAR/CAB,13.0
2024.0,Jammu and Kashmir,2-Wheelers,SCOOTER,46.0
2024.0,Jammu and Kashmir,3-Wheelers,RICKSHAW,805.0
2024.0,Jammu and Kashmir,4-Wheelers,CAR/CAB,10.0
2024.0,Jharkhand,2-Wheelers,SCOOTER,546.0
2024.0,Jharkhand,3-Wheelers,RICKSHAW,1110.0
2024.0,Jharkhand,4-Wheelers,CAR/CAB,29.0
2024.0,Karnataka,2-Wheelers,SCOOTER,11957.0
2024.0,Karnataka,3-Wheelers,RICKSHAW,577.0
2024.0,Karnataka,4-Wheelers,CAR/CAB,1080.0
2024.0,Kerala,2-Wheelers,SCOOTER,6456.0
2024.0,Kerala,3-Wheelers,RICKSHAW,542.0
2024.0,Kerala,4-Wheelers,CAR/CAB,734.0
2024.0,Ladakh,2-Wheelers,SCOOTER,0.0
2024.0,Ladakh,4-Wheelers,CAR/CAB,0.0
2024.0,Madhya Pradesh,2-Wheelers,SCOOTER,3675.0
2024.0,Madhya Pradesh,3-Wheelers,RICKSHAW,2870.0
2024.0,Madhya Pradesh,4-Wheelers,CAR/CAB,172.0
2024.0,Maharashtra,2-Wheelers,SCOOTER,15874.0
2024.0,Maharashtra,3-Wheelers,RICKSHAW,892.0
2024.0,Maharashtra,4-Wheelers,CAR/CAB,1289.0
2024.0,Manipur,2-Wheelers,SCOOTER,7.0
2024.0,Manipur,3-Wheelers,RICKSHAW,15.0
2024.0,Manipur,4-Wheelers,CAR/CAB,7.0
2024.0,Meghalaya,2-Wheelers,SCOOTER,26.0
2024.0,Meghalaya,3-Wheelers,RICKSHAW,1.0
2024.0,Meghalaya,4-Wheelers,CAR/CAB,1.0
2024.0,Mizoram,2-Wheelers,SCOOTER,28.0
2024.0,Mizoram,3-Wheelers,RICKSHAW,0.0
2024.0,Mizoram,4-Wheelers,CAR/CAB,1.0
2024.0,Nagaland,2-Wheelers,SCOOTER,0.0
2024.0,Nagaland,3-Wheelers,RICKSHAW,0.0
2024.0,Nagaland,4-Wheelers,CAR/CAB,0.0
2024.0,Odisha,2-Wheelers,SCOOTER,3714.0
2024.0,Odisha,3-Wheelers,RICKSHAW,396.0
2024.0,Odisha,4-Wheelers,CAR/CAB,150.0
2024.0,Puducherry,2-Wheelers,SCOOTER,309.0
2024.0,Puducherry,3-Wheelers,RICKSHAW,11.0
2024.0,Puducherry,4-Wheelers,CAR/CAB,10.0
2024.0,Punjab,2-Wheelers,SCOOTER,794.0
2024.0,Punjab,3-Wheelers,RICKSHAW,1529.0
2024.0,Punjab,4-Wheelers,CAR/CAB,105.0
2024.0,Rajasthan,2-Wheelers,SCOOTER,4400.0
2024.0,Rajasthan,3-Wheelers,RICKSHAW,2484.0
2024.0,Rajasthan,4-Wheelers,CAR/CAB,498.0
2024.0,Sikkim,2-Wheelers,SCOOTER,0.0
2024.0,Sikkim,4-Wheelers,CAR/CAB,0.0
2024.0,Tamil Nadu,2-Wheelers,SCOOTER,7052.0
2024.0,Tamil Nadu,3-Wheelers,RICKSHAW,406.0
2024.0,Tamil Nadu,4-Wheelers,CAR/CAB,626.0
2024.0,Tripura,2-Wheelers,SCOOTER,3.0
2024.0,Tripura,3-Wheelers,RICKSHAW,502.0
2024.0,Tripura,4-Wheelers,CAR/CAB,2.0
2024.0,Uttar Pradesh,2-Wheelers,SCOOTER,5639.0
2024.0,Uttar Pradesh,3-Wheelers,RICKSHAW,21758.0
2024.0,Uttar Pradesh,4-Wheelers,CAR/CAB,399.0
2024.0,Uttarakhand,2-Wheelers,SCOOTER,382.0
2024.0,Uttarakhand,3-Wheelers,RICKSHAW,803.0
2024.0,Uttarakhand,4-Wheelers,CAR/CAB,49.0
2024.0,West Bengal,2-Wheelers,SCOOTER,1632.0
2024.0,West Bengal,3-Wheelers,RICKSHAW,924.0
2024.0,West Bengal,4-Wheelers,CAR/CAB,184.0
